1	1	0	876
1	2	0	472
1	3	0	389
1	4	0	381
1	5	0	693
1	6	0	703
1	7	0	1370
1	8	0	1344
1	9	0	1324
1	10	0	1305
1	11	0	1283
1	12	0	1260
1	13	0	1238
1	14	0	1219
1	15	0	2364
1	16	0	2281
1	17	0	2187
1	18	0	2097
1	19	0	2010
1	20	0	4623
1	21	0	4064
1	22	0	3513
1	23	0	2984
1	24	0	2483
1	25	0	2023
1	26	0	1605
1	27	0	1239
1	28	0	928
1	29	0	669
1	30	0	1073
1	1	14	0
1	2	14	4
1	3	14	1
1	4	14	1
1	5	14	5
1	6	14	4
1	7	14	11
1	8	14	14
1	9	14	8
1	10	14	13
1	11	14	11
1	12	14	10
1	13	14	6
1	14	14	4
1	15	14	14
1	16	14	5
1	17	14	7
1	18	14	2
1	19	14	2
1	20	14	0
1	21	14	1
1	22	14	0
1	23	14	0
1	24	14	0
1	25	14	0
1	26	14	0
1	27	14	0
1	28	14	0
1	29	14	0
1	30	14	0
1	1	15	0
1	2	15	0
1	3	15	0
1	4	15	0
1	5	15	0
1	6	15	0
1	7	15	0
1	8	15	0
1	9	15	0
1	10	15	0
1	11	15	0
1	12	15	0
1	13	15	0
1	14	15	0
1	15	15	0
1	16	15	0
1	17	15	0
1	18	15	0
1	19	15	0
1	20	15	0
1	21	15	0
1	22	15	0
1	23	15	0
1	24	15	0
1	25	15	0
1	26	15	0
1	27	15	0
1	28	15	0
1	29	15	0
1	30	15	0
1	1	18	0
1	2	18	0
1	3	18	0
1	4	18	0
1	5	18	0
1	6	18	0
1	7	18	0
1	8	18	0
1	9	18	0
1	10	18	0
1	11	18	0
1	12	18	0
1	13	18	0
1	14	18	0
1	15	18	0
1	16	18	0
1	17	18	0
1	18	18	0
1	19	18	0
1	20	18	0
1	21	18	0
1	22	18	0
1	23	18	0
1	24	18	0
1	25	18	0
1	26	18	0
1	27	18	0
1	28	18	0
1	29	18	0
1	30	18	0
1	1	19	0
1	2	19	0
1	3	19	0
1	4	19	0
1	5	19	0
1	6	19	0
1	7	19	0
1	8	19	0
1	9	19	0
1	10	19	0
1	11	19	0
1	12	19	0
1	13	19	0
1	14	19	0
1	15	19	0
1	16	19	0
1	17	19	0
1	18	19	0
1	19	19	0
1	20	19	0
1	21	19	0
1	22	19	0
1	23	19	0
1	24	19	0
1	25	19	0
1	26	19	0
1	27	19	0
1	28	19	0
1	29	19	0
1	30	19	0
1	1	64	0
1	2	64	2
1	3	64	1
1	4	64	0
1	5	64	0
1	6	64	1
1	7	64	1
1	8	64	2
1	9	64	4
1	10	64	7
1	11	64	3
1	12	64	2
1	13	64	2
1	14	64	1
1	15	64	7
1	16	64	2
1	17	64	2
1	18	64	0
1	19	64	1
1	20	64	0
1	21	64	0
1	22	64	0
1	23	64	0
1	24	64	0
1	25	64	0
1	26	64	0
1	27	64	0
1	28	64	0
1	29	64	0
1	30	64	0
2	1	0	876
2	2	0	472
2	3	0	389
2	4	0	380
2	5	0	694
2	6	0	702
2	7	0	1371
2	8	0	1344
2	9	0	1324
2	10	0	1307
2	11	0	1280
2	12	0	1260
2	13	0	1239
2	14	0	1217
2	15	0	2366
2	16	0	2279
2	17	0	2188
2	18	0	2099
2	19	0	2009
2	20	0	4623
2	21	0	4065
2	22	0	3511
2	23	0	2986
2	24	0	2483
2	25	0	2022
2	26	0	1606
2	27	0	1238
2	28	0	927
2	29	0	668
2	30	0	1075
2	1	14	42
2	2	14	60
2	3	14	54
2	4	14	78
2	5	14	161
2	6	14	153
2	7	14	309
2	8	14	299
2	9	14	275
2	10	14	237
2	11	14	224
2	12	14	212
2	13	14	168
2	14	14	169
2	15	14	245
2	16	14	165
2	17	14	111
2	18	14	72
2	19	14	36
2	20	14	37
2	21	14	13
2	22	14	5
2	23	14	1
2	24	14	0
2	25	14	0
2	26	14	0
2	27	14	0
2	28	14	0
2	29	14	0
2	30	14	0
2	1	15	0
2	2	15	0
2	3	15	0
2	4	15	0
2	5	15	0
2	6	15	0
2	7	15	0
2	8	15	0
2	9	15	0
2	10	15	0
2	11	15	0
2	12	15	0
2	13	15	1
2	14	15	1
2	15	15	0
2	16	15	0
2	17	15	0
2	18	15	0
2	19	15	0
2	20	15	0
2	21	15	0
2	22	15	0
2	23	15	0
2	24	15	0
2	25	15	0
2	26	15	0
2	27	15	0
2	28	15	0
2	29	15	0
2	30	15	0
2	1	18	7
2	2	18	0
2	3	18	0
2	4	18	0
2	5	18	0
2	6	18	0
2	7	18	0
2	8	18	0
2	9	18	0
2	10	18	0
2	11	18	0
2	12	18	0
2	13	18	0
2	14	18	0
2	15	18	0
2	16	18	0
2	17	18	0
2	18	18	0
2	19	18	0
2	20	18	0
2	21	18	0
2	22	18	0
2	23	18	0
2	24	18	0
2	25	18	0
2	26	18	0
2	27	18	0
2	28	18	0
2	29	18	0
2	30	18	0
2	1	19	0
2	2	19	0
2	3	19	0
2	4	19	0
2	5	19	0
2	6	19	0
2	7	19	0
2	8	19	0
2	9	19	0
2	10	19	0
2	11	19	0
2	12	19	0
2	13	19	1
2	14	19	1
2	15	19	0
2	16	19	0
2	17	19	0
2	18	19	0
2	19	19	0
2	20	19	0
2	21	19	0
2	22	19	0
2	23	19	0
2	24	19	0
2	25	19	0
2	26	19	0
2	27	19	0
2	28	19	0
2	29	19	0
2	30	19	0
2	1	64	10
2	2	64	24
2	3	64	19
2	4	64	22
2	5	64	49
2	6	64	42
2	7	64	107
2	8	64	95
2	9	64	93
2	10	64	91
2	11	64	70
2	12	64	75
2	13	64	44
2	14	64	52
2	15	64	68
2	16	64	47
2	17	64	39
2	18	64	20
2	19	64	11
2	20	64	10
2	21	64	5
2	22	64	3
2	23	64	0
2	24	64	0
2	25	64	0
2	26	64	0
2	27	64	0
2	28	64	0
2	29	64	0
2	30	64	0
3	1	0	876
3	2	0	472
3	3	0	390
3	4	0	380
3	5	0	693
3	6	0	703
3	7	0	1367
3	8	0	1349
3	9	0	1322
3	10	0	1304
3	11	0	1283
3	12	0	1261
3	13	0	1238
3	14	0	1219
3	15	0	2364
3	16	0	2282
3	17	0	2186
3	18	0	2097
3	19	0	2008
3	20	0	4625
3	21	0	4064
3	22	0	3511
3	23	0	2986
3	24	0	2484
3	25	0	2022
3	26	0	1607
3	27	0	1236
3	28	0	929
3	29	0	667
3	30	0	1075
3	1	14	19
3	2	14	42
3	3	14	49
3	4	14	46
3	5	14	95
3	6	14	113
3	7	14	224
3	8	14	228
3	9	14	205
3	10	14	196
3	11	14	182
3	12	14	162
3	13	14	116
3	14	14	117
3	15	14	191
3	16	14	116
3	17	14	72
3	18	14	55
3	19	14	29
3	20	14	24
3	21	14	8
3	22	14	3
3	23	14	3
3	24	14	0
3	25	14	0
3	26	14	0
3	27	14	0
3	28	14	0
3	29	14	0
3	30	14	0
3	1	15	0
3	2	15	0
3	3	15	0
3	4	15	0
3	5	15	0
3	6	15	0
3	7	15	0
3	8	15	0
3	9	15	0
3	10	15	1
3	11	15	1
3	12	15	1
3	13	15	0
3	14	15	0
3	15	15	0
3	16	15	0
3	17	15	0
3	18	15	1
3	19	15	0
3	20	15	0
3	21	15	0
3	22	15	0
3	23	15	0
3	24	15	0
3	25	15	0
3	26	15	0
3	27	15	0
3	28	15	0
3	29	15	0
3	30	15	0
3	1	18	4
3	2	18	0
3	3	18	0
3	4	18	0
3	5	18	0
3	6	18	0
3	7	18	0
3	8	18	0
3	9	18	0
3	10	18	0
3	11	18	0
3	12	18	0
3	13	18	0
3	14	18	0
3	15	18	0
3	16	18	0
3	17	18	0
3	18	18	0
3	19	18	0
3	20	18	0
3	21	18	0
3	22	18	0
3	23	18	0
3	24	18	0
3	25	18	0
3	26	18	0
3	27	18	0
3	28	18	0
3	29	18	0
3	30	18	0
3	1	19	0
3	2	19	0
3	3	19	0
3	4	19	0
3	5	19	0
3	6	19	0
3	7	19	0
3	8	19	0
3	9	19	0
3	10	19	1
3	11	19	1
3	12	19	1
3	13	19	0
3	14	19	0
3	15	19	0
3	16	19	0
3	17	19	0
3	18	19	1
3	19	19	0
3	20	19	0
3	21	19	0
3	22	19	0
3	23	19	0
3	24	19	0
3	25	19	0
3	26	19	0
3	27	19	0
3	28	19	0
3	29	19	0
3	30	19	0
3	1	64	4
3	2	64	15
3	3	64	20
3	4	64	10
3	5	64	32
3	6	64	27
3	7	64	72
3	8	64	76
3	9	64	53
3	10	64	59
3	11	64	59
3	12	64	46
3	13	64	35
3	14	64	46
3	15	64	62
3	16	64	23
3	17	64	18
3	18	64	15
3	19	64	10
3	20	64	10
3	21	64	2
3	22	64	0
3	23	64	1
3	24	64	0
3	25	64	0
3	26	64	0
3	27	64	0
3	28	64	0
3	29	64	0
3	30	64	0
4	1	0	876
4	2	0	472
4	3	0	389
4	4	0	380
4	5	0	694
4	6	0	703
4	7	0	1371
4	8	0	1343
4	9	0	1324
4	10	0	1306
4	11	0	1283
4	12	0	1258
4	13	0	1238
4	14	0	1218
4	15	0	2367
4	16	0	2278
4	17	0	2188
4	18	0	2098
4	19	0	2010
4	20	0	4624
4	21	0	4066
4	22	0	3509
4	23	0	2988
4	24	0	2481
4	25	0	2021
4	26	0	1607
4	27	0	1238
4	28	0	928
4	29	0	668
4	30	0	1074
4	1	14	26
4	2	14	27
4	3	14	25
4	4	14	33
4	5	14	90
4	6	14	88
4	7	14	158
4	8	14	157
4	9	14	164
4	10	14	153
4	11	14	105
4	12	14	121
4	13	14	90
4	14	14	72
4	15	14	145
4	16	14	98
4	17	14	56
4	18	14	39
4	19	14	24
4	20	14	26
4	21	14	6
4	22	14	1
4	23	14	2
4	24	14	0
4	25	14	0
4	26	14	0
4	27	14	0
4	28	14	0
4	29	14	0
4	30	14	0
4	1	15	0
4	2	15	0
4	3	15	0
4	4	15	0
4	5	15	0
4	6	15	0
4	7	15	0
4	8	15	0
4	9	15	0
4	10	15	0
4	11	15	0
4	12	15	0
4	13	15	0
4	14	15	0
4	15	15	0
4	16	15	0
4	17	15	0
4	18	15	0
4	19	15	0
4	20	15	0
4	21	15	0
4	22	15	0
4	23	15	0
4	24	15	0
4	25	15	0
4	26	15	0
4	27	15	0
4	28	15	0
4	29	15	0
4	30	15	0
4	1	18	3
4	2	18	0
4	3	18	0
4	4	18	0
4	5	18	0
4	6	18	0
4	7	18	0
4	8	18	0
4	9	18	0
4	10	18	0
4	11	18	0
4	12	18	0
4	13	18	0
4	14	18	0
4	15	18	0
4	16	18	0
4	17	18	0
4	18	18	0
4	19	18	0
4	20	18	0
4	21	18	0
